Question Number,Memory Type,Question,Ground Truth,AI Response,Accuracy Score,Is Correct,Response Length,Contains Error,Timestamp
226,Manual Entry,What treat did Sarah bring to Ryan’s surprise party besides cupcakes?,She only brought cupcakes; no other treat.,"Sarah brought donuts to Ryan's surprise party besides cupcakes. If you have more questions about the party or anything else, feel free to ask!",0.2,False,142,False,2025-08-13T18:51:54.109443
227,Manual Entry,Who always names inanimate objects like guitars and sourdough starters?,Jake and Emma.,"People who name inanimate objects are associated with naming things like guitars and sourdough starters. If you have more questions about this habit or anything else, feel free to ask!",0.4,False,184,False,2025-08-13T18:52:24.360076
228,Manual Entry,Which friend ended up reading by flashlight during a power outage?,Chloe.,"The friend who ended up reading by flashlight during a power outage is Chloe. If you have more questions about Chloe or anything else, feel free to ask!",0.9,True,152,False,2025-08-13T18:52:36.408566
229,Manual Entry,What did Emma avoid catching at her friend’s wedding?,The bouquet.,"Emma avoided catching something at her friend’s wedding, but the specific item or situation she avoided isn't detailed in the knowledge graph. If you have more questions about Emma or anything else, feel free to ask!",0.6,False,216,False,2025-08-13T18:54:12.748537
230,Manual Entry,What did Jake and his friends see during the desert campfire?,The Milky Way and a scorpion.,"During the desert campfire, Jake and his friends participated in an activity, but the specific details of what they saw aren't detailed in the knowledge graph. If you have more questions about Jake's desert trip or anything else, feel free to ask!",0.4,False,247,False,2025-08-13T18:55:29.572856
231,Manual Entry,What snack did Emma and Jake eat while waiting for a tow truck when Chloe’s car stalled?,Ice cream.,"Emma and Jake ate ice cream while waiting for a tow truck when Chloe’s car stalled. If you have more questions about their experience or anything else, feel free to ask!",0.6,False,169,False,2025-08-13T18:56:19.330978
232,Manual Entry,Whose birthday wish was to adopt another dog?,Ryan’s.,"The birthday wish to adopt another dog is associated with an Unknown Person in the knowledge graph. If you have more questions or need further details, feel free to ask!",0.0,False,169,False,2025-08-13T18:56:45.771062
233,Manual Entry,Which person suggested hot chocolate instead of champagne for a winter wedding theme?,Ryan.,"The person who suggested hot chocolate instead of champagne for a winter wedding theme is Ryan. If you have more questions or need further details, feel free to ask!",0.9,True,165,False,2025-08-13T18:57:07.396782
234,Manual Entry,What small luxury did Emma allow herself at the Maui retreat?,Silent breakfasts by a misty lake.,"Emma allowed herself the small luxury of sitting next to someone and holding their hand at the Maui retreat. If you have more questions about Emma or anything else, feel free to ask!",0.0,False,182,False,2025-08-13T18:57:30.099603
235,Manual Entry,Who had their car break down during a thunderstorm?,Emma shared a story about her car breaking down during a storm.,Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T18:59:05.194678
236,Manual Entry,What DIY gift did Chloe plan to send with her blog giveaway basket?,A handwritten note.,I'm having trouble responding right now. Please try again.,0.0,False,58,False,2025-08-13T19:00:29.467658
237,Manual Entry,What did Polly say to encourage coffee purchases?,‘Buy coffee!’,"Polly the parrot encouraged coffee purchases by repeatedly saying the unexpected phrase ""Buy coffee!"" If you have more questions about Polly or anything else, feel free to ask!",0.0,False,176,False,2025-08-13T19:00:46.214967
238,Manual Entry,How did Sarah’s therapy label make her feel?,It felt strange but validating.,"Sarah found having a therapy label both strange and validating. If you have more questions about Sarah or anything else, feel free to ask!",0.4,False,138,False,2025-08-13T19:01:05.797908
239,Manual Entry,Which friend organizes community garden volunteer days?,Ryan.,"The friend who organizes community garden volunteer days is simply referred to as ""friend"" in the knowledge graph. If you have more questions or need further details, feel free to ask!",0.0,False,184,False,2025-08-13T19:01:20.246378
240,Manual Entry,What type of pizza does Ryan argue about being real pizza?,Chicago deep‑dish pizza.,"Ryan argues about the authenticity of deep-dish pizza as being real pizza. If you have more questions about Ryan or anything else, feel free to ask!",0.4,False,148,False,2025-08-13T19:01:53.865354
241,Manual Entry,Who saved Chloe’s engine trouble day by driving a station wagon?,Jake.,"An unknown person assisted Chloe with her engine trouble by driving a station wagon. If you have more questions or need further details, feel free to ask!",0.0,False,154,False,2025-08-13T19:02:10.114921
242,Manual Entry,What plant did Sarah accidentally mix up while gardening?,She planted basil in the tomato row.,"Sarah accidentally mixed up basil while gardening. If you have more questions about Sarah or anything else, feel free to ask!",0.2,False,125,False,2025-08-13T19:02:56.142401
243,Manual Entry,Who spilled cappuccino on themselves during their first shift as a barista?,Jake.,Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T19:04:31.236889
244,Manual Entry,What dessert did Ryan burn because he forgot the baking soda?,Banana bread.,"Ryan burned banana bread because he forgot the baking soda. If you have more questions about Ryan or anything else, feel free to ask!",0.6,False,133,False,2025-08-13T19:05:15.753241
245,Manual Entry,Who had a hula bobblehead as a souvenir?,Chloe.,"Chloe received a hula bobblehead as a souvenir and placed it on her desk. If you have more questions about Chloe or anything else, feel free to ask!",0.0,False,148,False,2025-08-13T19:05:33.134541
246,Manual Entry,What character did Emma’s latte art blob resemble?,A dinosaur (T‑Rex).,"Emma's latte art blob resembled a T-Rex. If you have more questions about Emma or anything else, feel free to ask!",0.4,False,114,False,2025-08-13T19:06:16.820587
247,Manual Entry,Which animal does Emma’s cat Mittens knead like?,He kneads like bread dough.,"Emma's cat Mittens kneads like an animal. If you have more questions about Mittens or anything else, feel free to ask!",0.4,False,118,False,2025-08-13T19:06:29.022555
248,Manual Entry,What are the names of Chloe’s two cats?,Whiskers and Luna.,"Chloe's two cats are named Whiskers and another cat whose name isn't specified in the knowledge graph. If you have more questions about Chloe or anything else, feel free to ask!",0.6,False,177,False,2025-08-13T19:07:15.289464
249,Manual Entry,What item did Jake mention injuring himself with that prevented him from playing guitar?,He cut his finger chopping herbs.,"Jake mentioned that he injured himself with an item, which prevented him from playing guitar. However, the specific item he injured himself with isn't detailed in the knowledge graph. If you have more questions about Jake or anything else, feel free to ask!",0.2,False,257,False,2025-08-13T19:08:32.107247
250,Manual Entry,Which friend often uses stickers to decorate objects?,Sarah.,"Chloe often uses stickers to decorate objects, and her crutches are covered with cat stickers. If you have more questions about Chloe or anything else, feel free to ask!",0.0,False,169,False,2025-08-13T19:08:50.954058
251,Manual Entry,Who noted the ‘800 aroma compounds in coffee’?,Jake.,Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T19:10:26.054874
252,Manual Entry,Which classical piece can Jake play on guitar for weddings?,Pachelbel’s Canon.,"Jake can play Pachelbel’s Canon on the guitar, which is suitable for weddings. If you have more questions about Jake or anything else, feel free to ask!",0.6,False,152,False,2025-08-13T19:10:40.554500
253,Manual Entry,Who made an ‘organic blob’ in pottery that the teacher called art?,Sarah.,"The teacher described an ""organic blob"" as art. If you have more questions about the pottery class or anything else, feel free to ask!",0.0,False,134,False,2025-08-13T19:11:13.860753
254,Manual Entry,What dessert did Ryan’s colleagues rave about at the jazz lounge?,Blueberry cheesecake.,Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T19:12:48.956733
255,Manual Entry,Which band did Jake perform with at a gig?,His friend’s band (name unspecified).,"Jake performed with his friend's band at a gig. If you have more questions about Jake or anything else, feel free to ask!",0.4,False,121,False,2025-08-13T19:13:01.887036
256,Manual Entry,What dish did Emma claim she would bring for potluck dessert that required piping?,Homemade churros with chocolate dip.,"Emma claimed she would bring a dish requiring piping for the potluck dessert. If you have more questions about Emma's potluck plans or anything else, feel free to ask!",0.0,False,167,False,2025-08-13T19:13:51.095960
257,Manual Entry,Who mentioned reading ‘Atomic Habits’?,Ryan.,I'm having trouble responding right now. Please try again.,0.0,False,58,False,2025-08-13T19:14:34.960787
258,Manual Entry,Which friend wore a fedora to the midnight jazz concert?,Ryan.,"The friend who wore a fedora to the midnight jazz concert is Ryan. If you have more questions or need further details, feel free to ask!",0.9,True,136,False,2025-08-13T19:14:52.142059
259,Manual Entry,What memory from Yosemite did Sarah recall after using a meditation app?,She dreamed of hiking in Yosemite again.,"Sarah recalled a memory from Yosemite after using a meditation app. If you have more questions about Sarah or anything else, feel free to ask!",0.2,False,142,False,2025-08-13T19:15:09.780489
260,Manual Entry,Who said their playlist is a ‘chaotic mix from classical to K‑pop’?,Emma.,"The playlist described as a ‘chaotic mix from classical to K-pop’ was created by an Unknown Person. If you have more questions or need further details, feel free to ask!",0.0,False,169,False,2025-08-13T19:15:38.917252
261,Manual Entry,Which friend is most accident‑prone with kitchen knives?,Jake.,"Emma is the one associated with accidents involving kitchen knives. If you have more questions or need further details, feel free to ask!",0.0,False,137,False,2025-08-13T19:15:53.263109
262,Manual Entry,Who offered to bring a salad with lemon vinaigrette to Jake’s dinner party?,Ryan.,"Ryan offered to bring a salad with lemon vinaigrette to Jake’s dinner party. If you have more questions about the dinner party or anything else, feel free to ask!",0.0,False,162,False,2025-08-13T19:16:08.089896
263,Manual Entry,What did Emma ask for from Chloe to take from London as a souvenir?,English tea (Earl Grey).,"Emma requested a souvenir from Chloe to take from London. If you have more questions about Emma or anything else, feel free to ask!",0.0,False,131,False,2025-08-13T19:17:02.534503
264,Manual Entry,Who purchased a teal guitar and named it Luna?,Emma.,"Emma purchased a teal acoustic guitar with a floral pickguard. However, the knowledge graph indicates that an unknown person named the teal guitar ""Luna."" If you have more questions about Emma or anything else, feel free to ask!",0.0,False,228,False,2025-08-13T19:17:14.346521
265,Manual Entry,Which friend uses plants as an audience for practice speeches?,Jake.,"The friend who uses plants as an audience for practice speeches is Jake. If you have more questions about Jake or anything else, feel free to ask!",0.9,True,146,False,2025-08-13T19:17:35.501297
266,Manual Entry,What device did Ryan rely on when his E key stopped working?,Voice‑to‑text.,"Ryan relied on a device for typing when his E key stopped working. If you have more questions about Ryan or anything else, feel free to ask!",0.0,False,140,False,2025-08-13T19:18:21.511264
267,Manual Entry,Who planned to propose a band named ‘The Chatty Cats’?,Ryan.,"Ryan is the one who suggested the band name ""The Chatty Cats."" If you have more questions about Ryan or anything else, feel free to ask!",0.0,False,136,False,2025-08-13T19:18:34.584496
268,Manual Entry,"What dessert did Sarah promise to bake for a potluck, besides cookies?",Strawberry shortcake.,"Sarah promised to bake cookies for the potluck, and she also offered to provide dessert in general, but the knowledge graph doesn't specify another specific dessert she promised besides cookies. If you have more questions about Sarah or anything else, feel free to ask!",0.0,False,269,False,2025-08-13T19:19:21.634512
269,Manual Entry,Who has a running theme of embracing purple hair accidents?,Emma.,Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T19:20:56.727556
270,Manual Entry,Which friend recommended self‑deprecation to Chloe to ease presentation nerves?,Ryan.,"Chloe herself recommended the strategy of self-deprecation to ease her presentation nerves. If you have more questions about Chloe or anything else, feel free to ask!",0.0,False,166,False,2025-08-13T19:21:18.926485
271,Manual Entry,What did Ryan’s boss call him after the hackathon success?,Innovative.,"Ryan's boss offered him a leadership opportunity after the hackathon success. If you have more questions about Ryan or anything else, feel free to ask!",0.0,False,151,False,2025-08-13T19:21:36.053570
272,Manual Entry,Which friend uses a paper planner instead of digital?,Sarah.,"Sarah is the friend who uses a paper planner instead of a digital one. If you have more questions about Sarah or anything else, feel free to ask!",0.0,False,145,False,2025-08-13T19:21:50.719793
273,Manual Entry,Who found themselves at a Buddhist temple because of getting lost?,Chloe.,"Chloe ended up at a Buddhist temple because she got lost. If you have more questions about Chloe or anything else, feel free to ask!",0.0,False,132,False,2025-08-13T19:22:05.265700
274,Manual Entry,What treat did Emma mention adding to their potluck as part of her Thai dish?,Bamboo shoots and eggplant.,"Emma considered adding a treat to her Thai dish for the potluck. If you have more questions about Emma's potluck plans or anything else, feel free to ask!",0.0,False,154,False,2025-08-13T19:22:35.568734
275,Manual Entry,Who said their internal compass is set to caffeine?,Ryan.,"Ryan humorously linked his internal compass to caffeine. If you have more questions about Ryan or anything else, feel free to ask!",0.0,False,130,False,2025-08-13T19:23:05.729267
276,Manual Entry,What award did Chloe’s blog win?,A community award for ‘Best Lifestyle Content.’,"Chloe's blog won a community award in the category of Best Lifestyle Content. If you have more questions about Chloe or her blog, feel free to ask!",0.6,False,147,False,2025-08-13T19:23:34.117870
277,Manual Entry,Which band’s tribute concert made Jake’s ears ring for two days?,A Metallica tribute concert.,"The Metallica tribute concert made Jake’s ears ring for two days. If you have more questions about Jake or anything else, feel free to ask!",0.6,False,139,False,2025-08-13T19:23:46.464764
278,Manual Entry,Who spilled coffee on their keyboard and stuck the E key?,Ryan.,"Ryan spilled coffee on their keyboard, which caused the ‘E’ key to stick. If you have more questions about Ryan or anything else, feel free to ask!",0.0,False,147,False,2025-08-13T19:24:17.336210
279,Manual Entry,Who recommended a book called ‘Braiding Sweetgrass’?,Chloe.,"The knowledge graph does not specify who recommended the book ""Braiding Sweetgrass."" If you have more questions or need further details, feel free to ask!",0.0,False,154,False,2025-08-13T19:24:49.376656
280,Manual Entry,Which friend’s nephew built pillow forts?,Sarah’s nephew.,"The friend whose nephew built pillow forts is Sarah. If you have more questions about Sarah or anything else, feel free to ask!",0.0,False,127,False,2025-08-13T19:25:07.927836
281,Manual Entry,What does Rex do when he hears jazz music?,He falls asleep.,"When Rex hears jazz music, it induces sleep in him. If you have more questions about Rex or anything else, feel free to ask!",0.0,False,124,False,2025-08-13T19:25:26.433061
282,Manual Entry,Which friend attended a silent breakfast at a yoga retreat?,Emma.,"The friend who attended a silent breakfast at a yoga retreat is Emma. If you have more questions about Emma or anything else, feel free to ask!",0.9,True,143,False,2025-08-13T19:25:40.910694
283,Manual Entry,Who read a memoir about climbing Mount Everest?,Chloe.,"Chloe is the one currently reading a memoir about climbing Mount Everest. If you have more questions about Chloe or anything else, feel free to ask!",0.0,False,148,False,2025-08-13T19:26:07.963669
284,Manual Entry,Which friend discovered their car doesn’t have paper boarding passes due to a shortage?,Emma.,"The friend who discovered their car doesn’t have paper boarding passes due to a shortage is Chloe. If you have more questions about Chloe or anything else, feel free to ask!",0.0,False,173,False,2025-08-13T19:26:20.975400
285,Manual Entry,Who became anxious about giving a speech at an award ceremony?,Chloe.,"An unknown person experienced anxiety about giving a speech at an award ceremony. If you have more questions or need further details, feel free to ask!",0.0,False,151,False,2025-08-13T19:26:40.830523
286,Manual Entry,What treat did Sarah win through a scratch‑off ticket?,"$500, which she used for a spa day.","Sarah won a treat through a scratch-off ticket. If you have more questions about Sarah or anything else, feel free to ask!",0.2,False,122,False,2025-08-13T19:27:42.151265
287,Manual Entry,What surprising animal comforted Sarah at her cousin’s farm?,Goats and horses.,I'm having trouble responding right now. Please try again.,0.0,False,58,False,2025-08-13T19:29:02.478749
288,Manual Entry,Who names all of their pets after foods or drinks?,Sarah.,"The knowledge graph indicates that Emma inquires about naming habits related to pets, specifically naming them after foods or drinks. However, it doesn't specify who exactly names all of their pets in this way. If you have more questions or need further details, feel free to ask!",0.0,False,280,False,2025-08-13T19:29:34.299682
289,Manual Entry,Which friend has a habit of naming guitars after moons?,Emma.,"Emma's friend has a habit of naming guitars after moons. If you have more questions or need further details, feel free to ask!",0.0,False,126,False,2025-08-13T19:29:46.187712
290,Manual Entry,What treat did Chloe plan to include in her subscriber giveaway?,"A basket with tea, a scented candle, and a handwritten note.",I'm having trouble responding right now. Please try again.,0.0,False,58,False,2025-08-13T19:30:03.157913
291,Manual Entry,Who encouraged Emma to go on a beach vacation like Hawaii?,Ryan.,"An Unknown Person encouraged Emma to go on a beach vacation like Hawaii. If you have more questions or need further details, feel free to ask!",0.0,False,142,False,2025-08-13T19:30:18.207682
292,Manual Entry,Which friend wrote about cross‑cultural communication and used the chat group as an example?,Chloe.,"Chloe wrote about cross-cultural communication and used the chat group as an example. If you have more questions or need further details, feel free to ask!",0.0,False,155,False,2025-08-13T19:30:33.211115
293,Manual Entry,What sentimental object did Sarah’s grandma teach her to make?,Pierogi.,"Sarah's grandma taught her to make a sentimental object. If you have more questions about Sarah or anything else, feel free to ask!",0.0,False,131,False,2025-08-13T19:31:04.327345
294,Manual Entry,Who referred to themselves as a human marshmallow after meditation?,Sarah.,I'm having trouble responding right now. Please try again.,0.0,False,58,False,2025-08-13T19:31:22.097831
295,Manual Entry,Who used miso soup as part of a sushi meal?,Chloe made miso soup.,"Emma associates miso soup with a sushi meal. If you have more questions about Emma or anything else, feel free to ask!",0.2,False,118,False,2025-08-13T19:31:39.161660
296,Manual Entry,What dessert did Ryan often eat when stressed?,Chocolate donuts and cupcakes.,"Ryan often eats dessert when he's stressed. If you have more questions about Ryan or anything else, feel free to ask!",0.0,False,117,False,2025-08-13T19:32:09.643495
297,Manual Entry,Which friend has an obsession with hot sauce?,Emma.,"Emma's friend has a potential obsession with hot sauce. If you have more questions or need further details, feel free to ask!",0.0,False,125,False,2025-08-13T19:32:21.824833
298,Manual Entry,Who had a bear encounter while camping?,Jake.,"Jake had a bear encounter while camping. If you have more questions about Jake or anything else, feel free to ask!",0.0,False,114,False,2025-08-13T19:32:50.021189
299,Manual Entry,Which friend is always sending or receiving memes?,Emma and Sarah.,"Emma associates memes with her friend, and she plans to send memes to Ryan. Additionally, Jake suggests sending funny memes. If you have more questions or need further details, feel free to ask!",0.6,False,194,False,2025-08-13T19:33:01.984959
300,Manual Entry,What device did Rex chew besides shoes and the remote?,He destroyed the TV remote and Ryan’s running shoes.,"Rex chewed on a phone charger in addition to shoes and the remote. If you have more questions about Rex or anything else, feel free to ask!",0.2,False,139,False,2025-08-13T19:33:33.826451
301,Manual Entry,Who accidentally planted basil in the tomato row at the community garden?,Sarah.,"An unknown person accidentally planted basil in the tomato row at the community garden. If you have more questions or need further details, feel free to ask!",0.0,False,157,False,2025-08-13T19:34:02.397223
302,Manual Entry,What brand of laptop did Chloe buy?,A silver ultrabook (brand unspecified).,"The knowledge graph does not specify the brand of the laptop Chloe purchased. However, it mentions that Chloe bought a new laptop, which is a silver ultrabook with a 14-inch screen and a backlit keyboard. If you have more questions about Chloe or anything else, feel free to ask!",0.6,False,279,False,2025-08-13T19:34:28.999338
303,Manual Entry,Who first recommended the CalmCove meditation app?,Sarah’s coworker recommended it.,Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T19:36:04.094422
304,Manual Entry,Which friend wore mismatched socks as a fashion statement?,Ryan joked about wearing mismatched socks.,"Emma's friend uses mismatched socks as a fashion statement. If you have more questions or need further details, feel free to ask!",0.2,False,129,False,2025-08-13T19:36:16.673412
305,Manual Entry,Who is planning an Acadia National Park camping trip?,Emma.,"Emma is the one planning an Acadia National Park camping trip. If you have more questions about the trip or anything else, feel free to ask!",0.0,False,140,False,2025-08-13T19:36:37.542280
306,Manual Entry,Which band’s name inspired the escape room video title?,None; the video was titled ‘Friends vs. Puzzle: Chaos Edition.’,"The escape room video title was inspired by the band's name. However, the specific band's name is not detailed in the knowledge graph. If you have more questions or need further details, feel free to ask!",0.4,False,204,False,2025-08-13T19:36:50.749647
307,Manual Entry,What did the group agree is mandatory for camping in Acadia?,S’mores.,I'm having trouble responding right now. Please try again.,0.0,False,58,False,2025-08-13T19:37:16.801662
308,Manual Entry,What kind of instrument is Rosie?,An acoustic guitar.,"Emma inquired about the type of instrument Rosie is associated with. However, the knowledge graph does not specify the kind of instrument Rosie is. If you have more questions or need further details, feel free to ask!",0.0,False,217,False,2025-08-13T19:37:34.945504
309,Manual Entry,Which friend spilled cappuccino on themselves at their new job?,Jake.,"It was Jake who spilled cappuccino on himself at his new job. If you have more questions or need further details, feel free to ask!",0.0,False,131,False,2025-08-13T19:37:50.286925
310,Manual Entry,Who called themselves ‘Lord of the Sheep’?,Ryan.,"Ryan is the one who earned the nickname ""Lord of the Sheep"" from playing strategy games. If you have more questions about Ryan or anything else, feel free to ask!",0.0,False,162,False,2025-08-13T19:38:04.359490
311,Manual Entry,Which character in ‘Cosmic Detectives’ owns a pet robot dog?,The lead detective.,"In 'Cosmic Detectives', the lead detective character owns a pet robot dog. If you have more questions about the show or anything else, feel free to ask!",0.6,False,152,False,2025-08-13T19:38:16.199541
312,Manual Entry,Who bought a tea sampler as a souvenir?,Chloe gave Emma a sampler of English breakfast tea.,"Emma received a sampler of English breakfast tea as a gift, but the knowledge graph does not specify who bought it as a souvenir. If you have more questions or need further details, feel free to ask!",0.6,False,199,False,2025-08-13T19:38:49.584757
313,Manual Entry,Which friend discovered that VR rock‑climbing was too strenuous?,Emma.,"It was a friend of Emma's who discovered that VR rock-climbing was too strenuous. If you have more questions or need further details, feel free to ask!",0.0,False,151,False,2025-08-13T19:39:03.284753
314,Manual Entry,What object did Chloe repurpose into a cat planter?,A tiny succulent planter shaped like a cat made in pottery class.,"Chloe repurposed an object into a cat planter. If you have more questions about Chloe or anything else, feel free to ask!",0.2,False,121,False,2025-08-13T19:39:28.605857
315,Manual Entry,Which friend discovered that pointillism is mesmerizing?,Ryan.,"It was Ryan who discovered that pointillism is mesmerizing. If you have more questions about Ryan or anything else, feel free to ask!",0.0,False,133,False,2025-08-13T19:39:41.057157
316,Manual Entry,Who hosted a tea party with scones to fight jet lag?,Chloe.,"Chloe hosted a tea party with scones to fight jet lag. If you have more questions about Chloe or anything else, feel free to ask!",0.0,False,129,False,2025-08-13T19:40:01.068993
317,Manual Entry,Which friend was given a shell necklace as a gift?,Sarah.,"It was Sarah who received a shell necklace as a gift. If you have more questions or need further details, feel free to ask!",0.0,False,123,False,2025-08-13T19:40:13.804312
318,Manual Entry,Who named their sourdough starter Doughy McDoughface?,Jake.,"Jake named his sourdough starter ""Doughy McDoughface."" If you have more questions about Jake or anything else, feel free to ask!",0.0,False,128,False,2025-08-13T19:40:45.948707
319,Manual Entry,What creature did Ryan joke would become the band mascot?,Rex.,"Ryan joked about a creature becoming the band mascot. If you have more questions about Ryan or anything else, feel free to ask!",0.0,False,127,False,2025-08-13T19:41:17.019228
320,Manual Entry,Whose laptop turned off because a cat pressed the keyboard?,Chloe’s; Whiskers typed on it.,"The laptop that turned off because a cat pressed the keyboard belongs to Chloe. Whiskers, Chloe's cat, interacted with the laptop. If you have more questions about Chloe or Whiskers, feel free to ask!",0.0,False,200,False,2025-08-13T19:41:50.674876
321,Manual Entry,What vegetable leaf did Rex steal from the kitchen?,Spinach.,"Rex stole a spinach leaf from the kitchen. If you have more questions about Rex or anything else, feel free to ask!",0.0,False,115,False,2025-08-13T19:42:16.264156
322,Manual Entry,Who compared himself to a marshmallow after group meditation?,Sarah.,"Someone in the group compared themselves to a marshmallow after group meditation. If you have more questions about the group meditation or anything else, feel free to ask!",0.0,False,171,False,2025-08-13T19:42:49.379389
323,Manual Entry,What did Emma’s coworker Mia help her with during a storm?,Jump‑starting her car.,Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T19:44:24.473260
324,Manual Entry,Which friend confessed to reading ‘Project Hail Mary’?,Emma.,"The friend who confessed to reading ‘Project Hail Mary’ is Emma. If you have more questions about Emma or anything else, feel free to ask!",0.9,True,138,False,2025-08-13T19:44:42.262698
325,Manual Entry,What did the group call the salsa that Ryan found at the farmer’s market?,Habanero salsa.,"The group named the salsa that Ryan found at the farmer’s market simply as ""salsa."" If you have more questions about Ryan or anything else, feel free to ask!",0.0,False,157,False,2025-08-13T19:45:42.575304
326,Manual Entry,What did Sarah bring to the potluck from her Polish heritage?,Pierogi.,"Sarah brought Polish pierogi to the potluck, which is a dish from her Polish heritage. If you have more questions about Sarah or anything else, feel free to ask!",0.0,False,161,False,2025-08-13T19:47:03.928785
327,Manual Entry,Who discovered a community garden can be meditative while planting lettuce?,Ryan.,Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T19:48:39.023495
328,Manual Entry,Which friend always ends up with animal paw prints on their pottery?,Sarah.,"The friend who always ends up with animal paw prints on their pottery is someone who habitually incorporates them into their work. If you have more questions about pottery or anything else, feel free to ask!",0.0,False,207,False,2025-08-13T19:48:53.448735
329,Manual Entry,Who was given gold star stickers in pottery class?,Sarah.,"In the pottery class, Sarah received a gold star sticker as a reward. If you have more questions about the pottery class or anything else, feel free to ask!",0.0,False,156,False,2025-08-13T19:50:26.262505
330,Manual Entry,Which pet loves jazz and hates vacuum cleaners?,Rex loves jazz and hates vacuum cleaners.,"The pet you're thinking of is Rex. Rex loves jazz music and hates vacuum cleaners. If you have more questions about Rex or anything else, feel free to ask!",0.8,True,155,False,2025-08-13T19:50:38.654556
331,Manual Entry,What did Emma do at her friend’s wedding?,She danced but dodged the bouquet.,"Emma avoided catching something at her friend’s wedding. If you have more questions about Emma or anything else, feel free to ask!",0.0,False,130,False,2025-08-13T19:51:05.461185
332,Manual Entry,Who used watercolor paints recommended by Sarah?,Emma.,I'm having trouble responding right now. Please try again.,0.0,False,58,False,2025-08-13T19:51:24.355195
333,Manual Entry,Which friend read a memoir about climbing Mount Everest?,Chloe.,"The friend who read a memoir about climbing Mount Everest is indeed a friend of Emma's. If you have more questions about this or anything else, feel free to ask!",0.0,False,161,False,2025-08-13T19:51:38.193923
334,Manual Entry,Who introduced the group to the CalmCove meditation app?,"Sarah’s coworker recommended it, and Ryan told his friends.","Ryan is the one who discovered the CalmCove meditation app, and it was first recommended to Sarah by her coworker. If you have more questions about CalmCove or anything else, feel free to ask!",0.4,False,192,False,2025-08-13T19:51:51.769538
335,Manual Entry,What creative field did Chloe’s cousin Liam belong to?,Music; he plays guitar.,"Chloe's cousin Liam belongs to the creative field. If you have more questions about Liam or anything else, feel free to ask!",0.0,False,124,False,2025-08-13T19:52:21.499870
336,Manual Entry,Which friend attends therapy regularly?,Sarah.,"Sarah is the friend who attends therapy regularly. If you have more questions about Sarah or anything else, feel free to ask!",0.0,False,125,False,2025-08-13T19:52:32.948061
337,Manual Entry,Who practiced their award ceremony speech while doing lunges?,Chloe.,"An Unknown Person practiced their award ceremony speech while doing lunges. If you have more questions or need further details, feel free to ask!",0.0,False,145,False,2025-08-13T19:52:47.265887
338,Manual Entry,Which friend spilled their cappuccino on the first day of their barista job?,Jake.,"The friend who spilled their cappuccino on the first day of their barista job is Jake. If you have more questions about Jake or anything else, feel free to ask!",0.9,True,160,False,2025-08-13T19:53:06.148731
339,Manual Entry,Who played rhythm guitar at a local bar?,Jake.,"The rhythm guitar player performed at a local bar. If you have more questions about the performance or anything else, feel free to ask!",0.0,False,135,False,2025-08-13T19:53:30.246899
340,Manual Entry,What did Ryan say he uses to practice his presentation besides Rex?,His microwave.,"Ryan found a device helpful for his presentation practice besides using Rex. If you have more questions about Ryan or anything else, feel free to ask!",0.6,False,150,False,2025-08-13T19:53:46.382764
341,Manual Entry,What prize did Chloe’s hackathon team win for building an artist‑matching app?,Third place.,"Chloe's hackathon team won a prize for building an artist-matching app, and they achieved second place in the competition. If you have more questions about the hackathon or anything else, feel free to ask!",0.0,False,205,False,2025-08-13T20:01:45.700329
342,Manual Entry,What guilty pleasure snack does Emma enjoy from a food truck?,Poke bowls with fresh ahi tuna.,"Emma enjoys a guilty pleasure snack from a food truck. If you have more questions about Emma or anything else, feel free to ask!",0.0,False,128,False,2025-08-13T20:02:00.379741
343,Manual Entry,Which pet attempted to climb curtains and shred them?,"Luna, Chloe’s foster kitten.","The pet that attempted to climb and shred the curtains is Luna. If you have more questions about Luna or anything else, feel free to ask!",0.0,False,137,False,2025-08-13T20:02:16.517803
344,Manual Entry,"Who cut their finger slicing herbs, rendering them unable to play guitar for a few days?",Jake.,"An unknown person cut their finger while slicing herbs, which temporarily rendered them unable to play guitar for a few days. If you have more questions or need further details, feel free to ask!",0.0,False,195,False,2025-08-13T20:02:33.298715
345,Manual Entry,What did Emma ask Sarah to bring to the sushi night?,"A veggie roll with cucumber, avocado, and pickled carrots.","Emma requested Sarah to bring a vegetarian dish to the sushi night. If you have more questions about sushi night or anything else, feel free to ask!",0.2,False,148,False,2025-08-13T20:03:03.256319
346,Manual Entry,Who told Emma that Pachelbel’s Canon could be played at a wedding?,Jake.,"Jake is the one who can play Pachelbel’s Canon on the guitar, which is suitable for weddings. If you have more questions about Jake or anything else, feel free to ask!",0.0,False,167,False,2025-08-13T20:04:06.185179
